"RegionName","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09"
"Utica, NY",52.49,64.4,47.26,64.13,64.83,60.38,63.93,57.04,70.51,62.74,54.96,55.29,63.12,38.2,47.23,46.45,34.48,41.03,42.02,30.53,32.76,51.17,50.36,43.04,27.95,49.78,59.25,53.67,77.85,47.01,60.53,47.05,41.87,34.98,42.59,40.81,38.08,41.3,16.74,23.02,6.81,19.6,13.83,23.31,42.13,27.06,32.55,29.06,38.85,26.17,47.28,35.77,48.77,36.61,29.73,35.85,26.55,34.32,44.49,44.46,42.3,22.32,21.93,25.3,36.35,40.74,34.68,27.82,11.08,13.83,42.4,29.62,18.41,23.88,51.4,37.92,15.21,27.66,11.93,27.64,65.94,48.41,7.42,73.52,80.1,38.62,21.22,31.69,48.51,25.79,39.06,37.38,24.45,36.59,22.39,21.05,18.82,30.05,41.55,29.7,32.14,29.25,29.53,19.07,15.45,12.55,12.1,13.88,15.74,17.78,18.39,19.11,19.5,20.96,19.61,19.01,18.48,22.5,23.93,23.52,23,22.22,21.75,19.63,18.87,20.7,23.72,25.06,27.08,30.28,33.8,38.19,43,51.09,54.81,57.73,61.91,59.46,55.01,51.5,49.79,46.17,49.18,46.82,46.36,38.76,34.24,33.65,30.13,29.41,30.98,33.89,35.98,37.26,34.69,35.76,36.91,41.21,44.26,44.91,45.57,46.72,47.69,49.39,49.62,51.27,51.62,52.28,50.94,52.12,52.49,53.77,54.67,56.86,57.44,56.86,54.68,52.68,48.03,42.07,40.31,39.42,38.51,38.36,38.76,37.45,36.61,35.51,36.66,35.84,36.99,38.39,38.76,37.96,37.91,36.76,36.44,38.27,39.84,41.79,39.75,41.61,42,41.6,39.31,36.93,40.65,41.35,42.61,42.78,43.96,44.26,44.89,45.47,46.03,47.35,48.59,49.93,46.21,47.21,46.86,45.74,43.39,40.63
"Boulder, CO",40.75,30.72,17.11,12.08,19.81,22.84,23.19,26.22,17.62,19.9,20.67,18.91,16.15,20.93,19.86,15.5,8.72,7.69,6.74,7.78,7.45,7.93,5.82,6.94,6.52,4.63,4.67,4.67,5.38,4.58,2.63,2.83,3.32,2.05,3.62,3.18,2.98,3.43,2.83,3,3.26,3.09,3.59,2.66,2.85,2.88,2.7,1.89,2.22,2.36,2.05,2.1,3.09,1.95,2.99,3.22,4.95,8.93,11.77,19.35,18.57,17.41,21.17,23.41,29.52,44.13,48.76,45.42,36.88,38.52,37.24,62.11,62.69,54.58,61.94,59.37,57.49,53.17,46.19,44.66,41.84,51.51,31.21,23.61,17.76,37.55,23.53,23.53,18.49,19.25,11.54,24.03,26.18,13.47,21.07,14.4,28.94,14.48,13.35,18.74,17.83,21.03,30.03,16.26,16.74,14.87,16.79,18.29,20.25,25.87,25.19,21.71,19.79,20.84,20.87,21.67,25.66,27.64,25.01,27.32,29.65,29.39,33.42,37.27,38.5,36.85,35.48,37.2,37.47,39.52,42.18,39.46,38.38,40.44,41,41.1,41.3,41.43,43.66,46.85,47.79,50.83,52.35,54.8,53.17,48.98,47.54,47.5,48.14,48.83,47.31,41.79,39.23,34.46,32.69,31.04,32.81,34,36.28,37.82,40.36,42.6,45.44,51.02,56.17,60,59.51,60.98,60.18,57.67,55.19,54.26,50.29,48.96,49.23,44.3,40.69,37.74,37.73,33.97,31.02,28.3,24.54,21.44,18.02,15.87,12.66,12.33,11.88,11.17,10.19,10.71,10.1,9.6,7.86,5.83,4.84,3.97,3.61,3.04,2.43,2.32,2.22,2.15,2.38,2.33,2.91,5.08,6.92,8.77,10.76,13.31,16.54,16.5,17.54,17.47,13.77,12.43,7.32,4.43,3.57,3.75,3.47,3.28
"Atlantic City, NJ",35.3,35.77,28.92,39.23,39.24,41.8,39.75,37.18,21.59,41.24,23.22,28.77,32.56,24.78,31.35,33.01,36.83,29.38,30.76,27.49,57.84,34.82,33.19,30.51,32.59,39.54,35.26,28.83,35.18,29.57,29.93,31.58,25.26,24.48,22.9,30.44,28.81,25.18,29.71,27.45,23.79,30.32,27.3,21.41,27.91,24.55,35.06,27.56,22.61,23.79,15.85,19.22,14.9,19.36,16.79,17.79,15.66,18.07,15.7,16.94,15.05,12.09,16.91,10.92,13.95,9.32,6.76,7.5,6.65,7.48,4.59,3.32,6.91,4.4,3.19,3.1,3.69,3.8,2.3,2.32,2.75,2.22,3.85,3.69,2.89,3.03,2.39,2.16,1.56,1.2,1.82,1.91,1.55,2.33,1.6,1.47,1.9,1.23,1.84,2.03,2.06,1.62,1.69,1.09,1.14,1,1.14,1.25,1.55,1.9,1.94,2.03,2.53,3.35,4.4,6.19,9.92,15.27,20.69,25.76,31.89,39.68,48.19,55.08,58.69,62.54,67.66,70.81,73.46,73.76,75.89,77.07,76.87,77.25,78.46,79.72,79.42,78.63,78.59,78.65,80.37,81.39,86.98,84.17,80.48,77.9,76.95,76.27,78.25,79.58,79.28,79.76,78.84,78.24,70.36,73.6,79.05,81.6,81.31,81.11,79.33,76.61,78.87,79.65,80.62,80.04,80.82,84.91,85.89,86.48,88.72,89.06,89.81,90.52,89.63,89.57,89.23,88.24,87.29,85.48,85.52,84.13,82.57,80.58,78.05,74.81,73.1,70.04,67.3,64.84,62.36,59.65,58.89,56.14,54.45,56.04,55.5,57.03,56.46,57.97,55.21,51.39,47.95,45.92,43.63,39.92,32.76,30.23,30.57,32.8,33.74,33.82,37.42,41.67,44.24,47.04,49.5,54.53,62.78,71.61,75.72,75.46,76.21,74.93
"New London, CT",59.16,45.41,64.22,60.78,45.95,51.75,33.38,28.24,37.64,25.58,28.62,48.38,29.97,52.96,16.22,20.51,36.93,29.29,44.04,34.26,25.19,37.8,27.84,14.54,22.95,14.29,24.85,21.93,17.83,18.37,14.84,15.39,15.45,14.23,13.64,18.42,13.3,13.8,18.25,10.48,11.99,11.33,13.04,12.95,11.94,14.7,17.52,5.05,5.74,19.71,8.64,21.76,18.5,17.56,15.37,12.05,11.31,10.31,7,19.32,21.56,8.9,10.9,7.69,4.78,4.41,6.06,5.3,4.25,5.02,3.56,4.57,3.3,2.75,6.61,4.66,5.71,4.78,5.04,5.07,6.33,4.55,8.4,9.93,7.28,11.52,5.45,5.01,6.4,7.43,8.51,7.45,7.5,9.17,6.72,5.2,6.87,4.12,7.04,8.7,4.89,5.49,6.01,4.99,4.9,4.5,4.76,6.02,6.87,8.68,10.26,13.64,16.89,18.5,19.1,22.53,26.27,29.27,37.78,41.66,47.07,47.05,48.7,52.4,59.46,64.45,66.26,59.73,58.73,60.13,59.66,64.72,65.21,70.17,75.43,75.51,73.47,76.26,79.93,83.05,85,87.66,87.03,86.79,85.24,85.85,85.34,84.82,83.08,80.1,77.56,75.68,73.68,69.6,66.66,67.95,68.77,63.07,56.64,54.71,56.5,61.61,64.55,67.33,67.77,70.65,71.62,71.63,71.06,69.79,74.76,77.36,80.07,80.57,82,83.15,84.56,83.14,82.61,82.09,82.7,82.45,79.69,78.49,76.7,74.57,72.41,69.45,67.71,66.98,65.79,63.19,60.94,59.63,58.27,56.02,53.55,48.99,44.29,40.96,38.04,35.8,35.74,35.56,34.78,35.23,31.57,31.55,32.6,35.97,39.81,42.95,46.44,49.97,51.45,52.3,49.98,46.55,49.95,54.6,58.35,57.99,56.54,54.75
"San Luis Obispo, CA",46.56,39.69,33.52,27.07,35.78,44.44,34.07,41.75,29.12,24.81,31.44,24.59,25.31,28.76,29.17,,,22.98,23,19.45,25.7,20.09,19.38,25.84,19.99,17.87,16.36,13.9,15.32,15.25,13.11,12.31,9.53,9.91,10.8,10.05,10.9,8.48,9.21,8.79,5.78,6.3,6.39,5.45,5.1,5.43,5.58,3.22,2.95,4.19,3.79,4.4,5.3,7.03,5.49,6.18,9.17,10.42,9.43,16.27,17.65,13.82,15.66,14.47,11.67,10.24,3.25,3.49,2.67,3.89,3.63,3.71,3.01,2.7,2.38,2.84,4.42,5.17,4.5,5.29,5.22,4.83,3.6,3.5,3.77,4.69,2.88,1.97,1.2,0.71,0.74,0.55,0.78,0.81,1.5,1.17,1.92,1.12,1.21,2.69,2.62,3.8,3.35,3.37,3.08,3.45,3.77,4.54,7.75,11.03,15.21,22.17,33.34,38.74,47.02,54.67,62.03,65.87,71.98,74.81,74.39,76.39,75.05,75.24,73.32,71.17,71.81,72.91,75.25,74.32,72.38,76.99,83.22,85.25,89.7,90.91,92.06,92.06,91.11,89.23,86.93,88.32,90.69,90.37,85.12,82.59,79.11,77.29,77.76,77.3,77.46,76.59,75.14,73.15,71.39,76.74,78.93,78.86,77.24,75.96,76.01,77.7,80.11,81.65,82.75,81.87,83.05,84.46,85.43,85.08,84.27,83.33,82.13,80.89,77.95,77.1,76.39,75.61,72.76,70.12,66.56,63.51,62.01,56.5,50.53,44.65,39.68,34.03,27.05,23.32,19.67,16.4,14.51,11.91,9.05,7.64,6.55,5.64,5.06,4.61,4.78,4.96,5.46,5.93,6.34,6.69,5.77,7.34,9.48,11.57,14.33,17.52,19.71,21.25,22.52,23.3,21.01,20,18.21,16.51,15.22,14.38,13.66,14.08
"Gainesville, FL",42.22,36.86,33.81,26.6,32.06,46.18,35.39,36.59,31.69,45.86,41.61,28.13,30.13,32.86,35.4,42.66,38.34,26.71,29.24,34.34,34.72,27.95,32.02,32.14,21.25,25.27,22.77,24.37,21.98,21.88,22.93,14.72,11.16,15.06,20.12,36.07,22.75,18.97,21.84,18.76,17.05,21.5,18.71,21.89,22.34,31.32,21.08,12.25,14.34,17.31,16.19,14.74,11.62,10.37,10.49,13.39,9.44,7.51,11.07,10.76,11.1,9.78,11.51,15.58,13.33,10.25,7.36,6.42,8.55,5.82,6.48,8.68,8.01,7.74,6.55,5.46,6.54,5.19,6.11,5.49,6.44,7.95,6.29,5.66,6.02,4.06,5.66,6.73,7.1,4.75,3.51,2.57,3.42,2.8,3.86,2.47,1.85,1.74,1.3,1.3,1.07,0.84,1.03,1.1,0.85,0.86,0.76,0.82,0.82,0.68,0.73,0.78,0.76,0.96,1.2,1.65,2.18,3.35,4.53,5.74,7.27,10.01,13.48,19.95,27.4,36.85,48.09,59.92,69.24,74.05,75.47,74.6,76.2,78.15,78.26,79.04,81.18,83.65,83.78,85.57,86.91,89.55,92.51,90.54,88.02,85.97,84.46,84.27,82.89,82.72,83.75,82.96,81.87,78.03,76.14,82.64,88.78,90.32,92.34,92.65,93.51,93.08,92.48,91.65,91.47,91.61,91.39,92.59,92.24,91.94,91.66,91.36,91.76,93.07,93.15,93.13,92.51,91.53,89.85,87.53,86.46,84.91,85.39,84.56,82.2,80.71,77.01,72.26,67.33,65.37,64.59,62.85,60.11,56.31,50.71,44.69,40.15,34.67,32.17,29.47,27.77,25.51,24.27,22.84,20.79,18.7,17.04,18.3,20.34,22.55,24.57,26.49,27.59,27.18,26.51,27.5,27.43,27.27,24.15,23.94,25.13,26.01,23.97,25.4
"Santa Cruz, CA",35.61,34.69,37.43,23.01,24.83,32.78,26.92,17.49,18.93,22.11,21.94,24.05,19.26,11.49,15.11,,,15.29,13.31,16.83,24.95,12.78,17.07,17.13,13.45,19.72,19.11,12.59,15,13.25,15.49,18.04,9.74,12.65,8.27,10.85,9.35,5.22,5.04,4.15,4.6,3.05,2.54,2.55,3.66,2.7,1.98,1.95,3.11,5.4,5.36,7.91,12.43,19.46,24.56,24.11,31.38,44.03,65.41,58.88,57.32,42.11,58.03,40.71,32.38,23.79,15.1,13.64,8.13,10.33,6.78,6.65,12.38,14.47,14.46,22.26,24.14,25.06,27.58,14.78,22.26,10.16,10.74,7.85,7.79,6.47,4.95,3.71,3.91,3.02,2.79,2.21,1.78,1.54,1.64,2.87,2.55,1.81,2.33,2.56,1.63,1.96,1.74,1.99,3.28,4.97,7.51,8.56,9.35,11.73,17.73,25.84,35.55,46.22,52.34,60.92,69.66,72.63,77.95,82.2,83.14,80.33,76.86,74.1,72.99,72.15,76.11,77.39,79.91,78.3,79.18,81.94,87.91,94.21,94.98,95.2,95.6,96.69,96.84,96.33,95.83,96.5,96.51,94.03,90.94,84.3,80.13,75.89,73.04,68.76,64.47,61.65,57.34,51,44.27,59.62,65.59,66.75,68.14,69.4,72.05,75.09,75.1,74.73,72.48,72.74,71.47,69.24,68.89,71.75,74.14,75.82,74.68,70.99,68.68,67.6,65.41,61.72,57.61,53.46,50.84,48.06,43.57,38.85,36.74,36.19,35.71,32.93,29.64,26.89,23.29,17.86,14.81,11.51,8.85,7.37,6.21,5.08,4.43,3.88,3.66,3.59,3.89,4.49,5.3,6,5.59,7.58,10.39,13.13,15.56,18.33,20.86,22.33,23.87,24.85,21.01,18.67,13.84,11.18,10.51,10.97,12,13.61
"Cedar Rapids, IA",,,,,,,,,,,,,,,,,,,,,,,30.18,24.12,15.8,26.81,34.13,22.97,25.68,22.73,14.83,28.83,17.94,13.47,13.94,12.26,14.41,10.84,7.06,10.99,10.85,12.08,15.91,8.8,9.16,12.87,12.28,14.97,23.92,18.89,30.39,25.55,22.55,19.22,18.07,23.11,23.75,22.58,29.47,39.19,13.2,20.4,16.79,22.21,18.85,21.29,28.34,27.24,24.45,20.4,19.98,11.97,51.41,21.6,22.41,28.61,28.45,14.55,16.71,15.67,12.49,26.88,13.24,29.4,26.17,24.76,28.24,26.14,17.14,29.8,32.31,19.66,33.27,23.55,32.75,13.09,25.79,20.86,19.54,23.33,28.74,24.78,25.74,30.03,17.56,16.45,18.39,18.81,18.73,17.1,18.95,23.58,23.18,24.82,26.87,27.44,24.29,23.17,23.04,22.31,22.51,22.93,22.75,20.68,23.9,25.6,27.35,25.4,27.76,32.2,28.72,30.8,32.53,32.87,35.16,31.09,30.08,28.77,24.94,23.91,24.58,23.15,23.43,27.34,28.54,32.91,32.66,33.33,32.43,32.38,32.43,33.21,32.66,32.54,32.34,25.39,23.19,21.45,23.08,22.14,26.51,32.03,39.25,44.55,47.61,51.27,53.95,50.43,52.34,55.08,58.77,64.84,67.33,67.08,66.62,66.34,65.07,61.26,58.85,56.83,53.53,47.8,42.16,39.99,37.37,34.81,35.29,35.08,34.69,35.59,37.52,37.63,38.62,37.98,41.4,39.23,37.57,34.12,31.82,29.84,28.8,26.89,26.7,24.25,22.64,22.64,24.84,28.47,30.89,33.64,35.8,37.97,40.78,43.89,45.85,49.6,50.3,48.19,45.9,43.82,42.1,40.09,37.39,33.61
"Merced, CA",53.62,65.21,38.97,52.25,56.33,57.87,31.96,55.82,32.58,54.4,41.7,32.47,34.98,19.08,36.61,28.04,26.31,22.78,38.61,36.06,25.97,22.01,29.22,31.14,37.7,30.84,24.28,33.52,33.57,31.98,29.71,14.84,18.93,39.73,33,31.06,22.37,29.4,30.09,21.68,12.83,12.8,15.52,11.57,17.8,5.53,6.8,4.92,5.43,4.26,3.55,4.1,5.67,5.74,4.62,10.22,8.36,9.06,9.44,11.02,10.25,9.55,9.64,14.94,16.83,18.38,7.76,9.88,8.06,11.46,9.53,3.29,5.04,8.15,7.73,7.27,5.74,7.72,7.54,4.54,3.96,1.96,2.17,3.66,2.71,1.8,1.39,0.78,0.5,0.35,0.34,0.28,0.18,0.19,0.1,0.35,0.32,0.3,0.24,0.1,0.07,0.07,0.08,0.07,0.25,0.32,0.37,0.54,0.76,1.43,2.22,4.87,9.32,13.02,23.69,45.32,69.5,79.9,89.36,91.96,93.81,94.33,95.03,96.46,97.39,98.81,99.4,99.62,99.67,99.8,99.73,99.71,99.66,99.47,99.3,99.94,99.97,99.98,99.98,99.98,99.94,99.88,99.77,99.06,98.74,98.47,98.9,97.18,94.47,94.79,94.91,94.7,94.73,95.19,95.7,96.82,95.36,93,88.66,85.77,82.83,76.68,70.56,67.19,68.14,64.41,64.23,61.58,60.26,55.22,53.24,56.82,59.98,62.33,67.46,69.46,66.28,65.22,58.93,56.75,55.85,53.53,50.12,38.57,31.71,24.37,17.16,12.2,9.71,6.58,5.15,4.29,3.38,2.82,2.03,1.69,1.26,1.12,0.99,1.01,0.92,1.09,1.29,1.17,1.37,1.65,1.58,2.64,4.27,4.96,5.81,7.71,11.29,14.05,16.38,19.79,20.44,19.67,19,18.62,18.94,19.49,21.53,22.58
"Olympia, WA",36.78,44.48,39.25,38.99,42.16,36.76,39.86,26.76,31.82,38.32,32.47,34.17,49.9,36.1,33.95,25.45,20.52,26.61,22.76,37.73,26.86,29.44,22.4,26.78,19.68,21.31,21.96,22.53,22.64,29.15,29.2,28.44,34.84,30.79,29.11,32.81,27.3,30.28,26.64,26.08,34.71,23.77,21.6,25.89,26.17,22.86,21.11,20.18,27.33,16.53,23.6,18.49,17.65,22.15,27.68,18.63,20.8,21.7,19.18,20.89,18.69,24.45,22.82,25.83,23.63,20.75,11.25,11.54,6.68,8.69,11.33,11.06,11.91,8.8,6.09,10.27,7.42,6.44,4.78,4.75,5.52,4.7,4.8,4.15,5.96,5.08,5,5.32,6.56,7.2,9.08,8.99,9.3,8.9,8.67,9.52,9.33,7.87,4.69,2.86,2.33,1.97,1.72,1.47,0.1,0.11,0.13,0.28,0.25,0.33,0.21,0.3,0.53,0.98,1.41,1.6,1.79,2.25,3.16,4.25,5.32,5.77,6.31,6.74,8.11,10.56,12.45,21.73,29.23,40.26,51.26,57.53,59.66,65.73,68.48,73.19,72.78,76.66,79.8,75.13,72.14,70.91,72.63,72.37,76.01,76.83,78.03,78.11,78.34,77.21,76.52,78.97,80.81,78.44,76.41,79.81,80.71,81.48,82.94,83.5,85.96,87.5,89.08,89.46,89.99,90.77,91.07,90.36,89.75,89.53,91.3,92.97,93.12,93.42,93.53,94.42,94.41,94.26,92.93,92.46,93.25,91.58,89.06,85.28,81.48,75.65,67.09,58.71,53.6,49.97,51.97,47.47,38.34,35,30.29,26.56,21.6,18.08,16.79,15.42,14.62,17.16,15.95,13.96,13.84,12.77,10.74,12.16,15.01,17.13,21.78,24.99,25.67,23.78,22.66,25.2,22.79,21.4,18.21,16.63,14.3,13.35,11.73,10.42
"Binghamton, NY",48.05,53.49,57.45,58.24,52.58,70.21,76.39,61.45,58.54,43.06,61.62,59.27,74.12,68.36,46.74,49.02,44.78,26.4,43.2,51.85,33.83,40.8,24.82,36.51,24.2,33.54,37.08,44.06,49.7,64.28,38.21,32.57,31.82,44.6,34.98,48.63,46.19,23.38,44.42,38.91,36.88,31.18,28.28,38.7,41.58,37.48,45.73,30.59,27.59,43.79,24.4,24.95,25.72,26.69,32.16,29.98,22.89,25.58,21.84,23.64,36.73,18.46,33.7,32.96,31.04,21.54,23.81,26.46,29.6,35.46,19.57,38.54,31.81,43.4,35.1,66.6,49.11,47.72,43.26,26.29,34.59,23.91,47.58,35.01,81.5,25.84,43.97,16.11,20.2,24.41,26.94,38.23,39.28,44.5,50.52,22.92,10.54,33.03,17.77,22.66,30.17,26.62,18.91,19.18,15.69,16.5,15.78,14.91,14.63,14.17,14.29,13.37,13.72,13.61,14.13,15.09,15.46,16.13,15.72,16.86,17.43,18.4,18.96,18.94,18.78,19.3,19.46,19.73,18.78,19.73,21.41,22.34,23.29,27.6,29.83,32.3,29.67,31.82,32.51,34.24,37.37,38.86,40.5,40.21,41,40.68,40.11,40.57,43.93,44.03,44.91,44.14,42.33,40.96,39.7,39.69,40.98,46.37,49.2,51.07,52.35,55,59.03,61.49,66.5,69.4,72.15,73.61,75.28,71.8,71.27,71.75,71.34,69.15,66.79,64.11,59.76,56.07,52.73,50.54,48.11,49.01,48.3,45.23,42.4,38.77,36.65,35.6,35.16,34.71,30.18,26.84,24,21.23,19.81,19.95,18.99,19.1,18.96,19.14,20.55,22.13,27.73,32.75,39.75,46.52,50.35,51.11,53.54,61.48,66.27,68.81,70.08,69.9,69.76,69.73,66.48,63.77,66.22,65.67,64.48,54.89,43.32,36.94
"Bremerton, WA",52.66,44.89,35.38,44.47,44.47,54.43,39.85,54.39,55.31,48.77,31.04,32.99,30.33,42.21,36.34,24.08,31.99,29.1,23.15,15.2,13.25,19.95,25.95,35.45,20.08,19.33,21.03,21.83,16.45,19.31,18.72,22.24,14.31,13.89,14.37,15.83,14.96,15.98,14.15,11.14,16.17,15.65,22.07,18.44,18.98,19.07,23.59,7.73,17,16.06,15.2,14.6,15.08,10.86,11.01,10.3,13.18,11.27,7.58,20.19,15.51,14.66,16.55,13.96,9.42,13.38,7.6,5.72,5.38,6.72,7.57,7.37,6.64,6.72,9.05,11.29,10.06,5.74,4.91,4.99,4.23,3.66,6.57,7.01,3.68,5.15,3.27,3.51,1.76,2.61,2.61,1.92,2.17,1.86,0.93,0.52,0.82,0.7,0.79,0.37,0.5,0.32,0.29,0.3,0.21,0.25,0.25,0.31,0.31,0.29,0.27,0.27,0.27,0.29,0.35,0.39,0.42,0.7,1.42,2.35,3.71,6.53,10.41,16.89,21.82,29.9,36.22,47.67,55.78,58.65,64.81,67.95,69.38,71.77,76.1,84.06,88.46,91.08,92.43,92.04,93.58,94.84,93.96,93.84,92.82,91.7,90.83,88.48,87.04,83.56,81.29,80.4,77.54,72.63,72.39,76.55,76.51,75.26,74.09,70.89,68.74,70.76,74.16,76.92,78.19,79.08,79.52,81.75,84.03,84.08,85.36,87.28,87.9,87.91,86.98,86.07,85.68,85.04,84.24,82.61,81.87,79.73,77.18,76.16,74.52,70.19,69.32,66.16,63.45,61.45,60.04,58.02,55.01,52.11,47.63,40.65,33.1,28.65,23.57,20.28,17.32,16.37,15.57,14.1,13.77,13.07,12.72,14.53,16.34,17.54,18.86,21.06,21.8,21.02,21.56,23.07,18.99,18.07,13.43,10.93,10.12,9.82,9.08,8.18
"Yakima, WA",20.61,18.02,51.58,5.42,27.6,27.74,28.05,42.87,34.04,20.47,20.93,32.13,45.9,26.04,22.6,16.67,32.97,34.56,36.89,29.97,32.78,29.52,33.64,27.22,23.64,43.74,42.67,35.36,32.32,42.57,46.15,39.56,39.45,52.61,48.07,39.32,41.96,36.82,40.25,47.58,52.3,30.48,32.07,36.02,43.88,47.89,26.61,49.26,37.13,50.99,33.47,51.51,33.03,36.88,39.96,39.24,30.49,26.92,46.2,17.73,42.78,24.72,42.23,23.01,25.65,37.16,22.21,25.42,16.63,18.05,18.29,31.18,37.9,30.96,13.88,24.44,20.87,13.25,16.35,18.36,27.6,24.79,22.61,14.44,2.81,3.19,6.94,22.82,22.48,31.86,28.7,31.3,20.48,28.05,29.22,34.24,72.21,70.63,61.98,31.54,32.19,16.74,19.07,13.34,9.13,8.38,8.07,7.73,7.83,7.15,6.54,5.73,4.2,3.66,3.53,4.11,4.73,4.89,5.13,6.54,7.67,9.75,11,10.25,11.67,12.22,12.03,13.28,20.41,23.36,26.26,24.79,24.46,21.59,20.58,22.85,24.58,26.13,33.96,38.79,32.86,31.64,38.86,44.17,48.7,53.2,59.63,62.45,59.52,60.97,60.72,58.7,60.21,60.29,52.74,50.09,39.02,32.16,25.17,24.68,29.88,35.23,34.08,37.21,38.89,36.67,37.31,39.09,46.58,48.84,54.72,58.29,62.12,63.15,67.84,66.31,67.55,72.17,73.68,71.72,70.47,73.65,74.7,73.01,69.2,61.01,50.96,43.41,35.78,34.07,32.59,32.96,33.8,31.93,29.72,25.71,22.62,23.22,26.35,31.18,33.6,32.3,27.4,23.44,23.39,22.23,25.57,33.87,40,44.94,46.14,45.31,45.09,45.29,49.37,52.7,51.3,50.09,44.68,37.34,30.06,26.2,23.88,23.98
"Crestview-Fort Walton Beach-Destin, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,1.72,2.25,2.59,3.22,5.3,8.8,14.54,25.99,39.82,52.44,61.35,68.67,73.49,76.72,78.52,78.8,78.19,76.66,76.97,75.53,73.67,73.48,77.48,80.19,80.87,83.29,85.89,89.15,92.4,93.92,95.2,95.95,96.41,97.19,96.95,96.48,96.62,97.18,93.77,90.77,87.18,83.81,82.23,81.01,80.1,78.83,77.33,75.92,71.92,67.96,76.12,79.38,79.97,79.7,77.41,74.87,73.5,71.19,69.2,69.2,69.63,70.13,71.47,72.05,73.95,75.42,77.2,77.23,76.99,74.8,73.82,71.67,67.93,64.07,58.06,54.99,51.13,48.29,44.56,41.19,37.42,34.89,31.94,29.93,29.45,27.88,27.89,26.73,25.6,25.38,25.43,24.25,26.44,27.35,27.61,25.99,22.31,19.58,18.11,17.88,16.75,16.55,18.94,21.43,23.27,25.5,27.29,31.14,34.67,37.27,39.05,36.96,36.05,34.47,32.65,33.04,31.95,30.54,32.76
