"RegionName","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09"
"Salem, OR",14.65,12.43,15.24,18.19,19.14,23.41,19.6,24.44,17.77,17.65,20.6,18.91,21.13,18.92,22.15,23.36,22.08,17.4,22.31,15.24,19.59,20.05,17.56,19.24,21.1,27.97,20.13,19.38,19.23,18.75,20.78,22.34,21.64,21,27.55,25.89,27.19,25.08,30.5,19.18,22.38,25.3,20.26,32.15,36.55,30.08,30.66,22.74,28.17,27.53,20.59,32.69,28.1,28.36,26.84,22.97,19.7,20.45,15.64,23.61,21.06,24.44,24.6,21.73,17.53,18.42,17.88,14.21,15.32,16.32,15.34,16.11,16.06,13.47,20.59,19.9,16.58,13.97,11.03,14.04,15.53,17.14,14.62,19.04,13.66,13.52,9.66,9.09,10.37,7.68,12.43,7.02,6.51,6.59,6.16,5.8,5.56,5.19,4.94,5.45,3.03,2.81,2.23,2.45,0.99,0.8,0.66,0.58,0.49,0.46,0.44,0.4,0.35,0.29,0.29,0.32,0.34,0.44,0.54,0.7,1.02,1.45,1.82,2.17,2.62,3.76,6,9.68,14.47,20.23,29.84,40.71,50.45,54.86,62.17,67.65,76.18,79.69,78.55,79.29,82.07,82.84,84.58,84.08,81.84,80.22,79.3,79.58,78.85,81.23,83.52,83.96,82.22,79.92,75.34,76.49,78.87,81.08,82.18,80.23,79.75,78.95,81.9,84.07,86.53,88.85,90.58,91.85,92.75,93.43,94.68,96.12,96.44,96.62,96.52,96.22,95.95,94.99,93.57,91.82,90.31,85.69,83.18,77.55,73.49,68.62,60.92,53.37,49.09,46.35,44.71,42.54,39.72,35.65,31.67,26.82,20.88,14.98,11.9,10.04,7.52,5.78,5.23,4.89,5,5.2,5.63,8.49,12.38,15.48,18.66,22.08,25.91,29.05,29.82,30.87,27.16,23.11,18.38,16.04,13.63,12.68,11.09,9.51
"Salisbury, MD",29.83,37.06,36.4,33.51,29.57,29,32.57,42.69,38.08,36.6,29.89,28.59,22.4,27.58,15.85,12.86,26.43,23.9,44.76,19.51,37.16,33.63,60.29,57.28,49.44,30.72,43.05,57.08,39.24,42.4,41.04,52.16,49.27,53.86,37.88,48.07,35.07,47.43,49.6,53.59,53.91,52.95,49.03,44.35,55.06,53.27,51.75,48.75,44.88,32.18,37.42,33.36,24.23,27.08,28.74,39.16,24.32,28.86,38.26,33.77,39.58,48.49,37.45,36.08,39.71,44.06,18.68,27.09,19.68,23.34,21.1,21.89,19.8,12.81,16.07,10.41,7.87,10.58,19.45,16.91,16.62,15.2,13.28,15.03,12.58,14.01,6.77,11.72,10.22,8.71,7.8,7.15,9.17,8.58,7.13,5.88,5.92,6.03,5.25,4.6,3.77,4.01,2.56,2.42,2.3,2.23,2.44,3.1,3.88,5.34,6.44,8.24,10.17,14.49,20.13,26.6,34.38,41.25,48.03,54.12,57.18,59.89,62.01,63.42,63.74,60.73,59.07,57.91,58.8,61.45,61.32,62.59,62.82,65.33,67.79,70.2,73.25,79.31,83.16,85.31,87.66,87.95,89.28,80.77,78.07,75.38,74.53,68.97,64.17,61.09,60.22,58.12,55.86,54.3,49.61,54.94,57.11,57.86,58.98,61.22,65.19,68.32,71.12,72.13,72.38,72.85,76.55,76.37,75.23,71.33,69.86,72.35,73.88,74.78,73.3,74.56,74.59,74.97,74.79,73.9,74.73,76.85,77.44,75.98,74.39,70.3,67.26,59.99,56.42,53.7,52.43,51.67,50,48.63,49.9,46.14,43.64,43.28,43.58,47.74,45.02,46.22,45.97,44.58,43.31,40.8,33.58,31.68,31.25,31.67,32.68,32.13,35.02,34.11,35.51,39.47,42.26,44.84,52.11,57.21,60.48,62.27,62.29,61.89
"Tallahassee, FL",26.91,20.45,29.62,35.43,35.96,28.39,25.9,33.64,36.89,45.52,36.9,33.87,43.72,45.25,46.52,45.8,42.81,41.37,54.53,40.8,46.8,24.26,43.44,31.34,37.82,36.59,32.26,26.5,29.04,28.66,28.82,28.71,23.74,37.96,28.51,28.11,21.75,26.07,20.37,32.97,28.69,27.24,23.53,24.4,25.52,22.78,30.38,37.14,28.36,26.29,23.08,21.23,18.09,17.01,23.58,20.39,19.98,20.05,14.43,12.36,17.85,18.35,19.45,15.86,16.17,15.18,10.1,10.58,9.47,10.44,8.61,8.43,8.34,8.75,8.92,8.36,9.72,9.82,11.62,11.49,10.5,7.88,8.83,8.74,8.01,6.62,5.16,5.6,4.12,2.25,2.18,2.68,2.42,2.47,2.21,2.43,2.1,3.16,4.42,3.8,3.28,3.97,4.31,4.71,1.45,1.76,2.55,2.99,3.22,3.42,3.74,3.88,4.35,4.04,3.86,4.27,5.67,6.63,9.04,11.84,14.95,18.81,27.98,34.79,39.3,46.66,54.67,57.83,64.93,67.09,70.28,75.04,79.56,84.51,84.02,85.67,87.33,87.36,86.28,87.52,88.82,91.03,92.02,86.03,82.26,78.94,78.45,78.96,78.57,79.11,79.14,77.68,73.23,67.29,62.96,70.78,77.29,78.78,80.11,78.92,78.82,79.91,81.6,82.55,84.25,86.98,89.38,90.5,90.37,91.25,92.23,93.41,93.98,94.63,93.91,92.53,91.39,89.25,86.38,83.35,78.98,74.76,72.23,69.8,67.03,63.62,62.41,58.78,54.82,52.5,51.76,49.14,48.66,48.99,46.14,41.93,39.7,36.27,32.86,33.6,32.59,27.69,25.22,25.19,25.17,23.86,26.5,29.57,31.15,33.18,33.99,35.45,37.08,41.92,44.99,46.11,44.09,42.62,36.96,31.98,28.83,27.34,28.05,28.38
"Fayetteville, NC",40.82,35.5,34.9,37.56,30.86,38.26,22.49,37.79,36.41,37.71,34.58,38.23,41.43,45.08,50.03,50.63,45.9,51.79,63.88,46.08,47.51,48.38,47.79,38.27,43.35,40.37,48.99,36.28,46.83,41,32.58,38.28,30.53,28.21,42.55,42.23,31.32,28.87,26.71,33.39,28.43,35.37,34.22,26.24,35.77,37.95,36.91,28.56,42.7,49.52,38.12,37.46,39.69,30.79,43.68,47.71,49.17,40.56,32.49,42.59,37.06,29.69,38.03,40.13,42.81,37.93,34.27,20.69,28.88,23.07,23.39,21.38,21.05,26.56,18.83,20.41,17.91,18,14.55,19.47,19.77,19.95,21.14,22.1,15.21,11.37,17.48,16.97,17.19,15.58,16.12,12.22,9.42,12.31,13.59,9.69,13.22,10.86,14.11,11.87,11.45,12.72,11.06,12.64,9.62,9.27,9.49,9.34,9.37,9.88,8.74,7.37,8.01,9.09,9.73,9.42,9.32,9.67,8.73,7.54,6.56,6.11,6.2,6.93,7.15,7.34,8.08,8.75,9.51,10.08,10.46,12.09,13,15.15,16.71,16.21,15.82,15.09,15.27,15.4,14.18,13.88,13.55,14.93,15.69,15.92,16.66,18.07,18.21,18.69,20.88,22.31,23.85,27.03,28.31,29.63,33.48,31.59,31.03,30.91,31.77,33.99,35.15,37.19,39.54,41.39,43.38,38.86,36.52,39.08,43.53,48.01,52.21,55.46,58.1,60.18,63.15,65.39,67.31,69.13,70.59,73.09,73.02,71.95,71.41,71.73,71.96,72.08,70.72,71.12,70.98,69.89,67.84,67.41,65.99,63.73,59.31,53.24,49.68,46.89,44.66,40.47,38.13,37,35.85,33.64,37.18,40.6,45.69,50.03,52.45,54.19,55.77,59.15,62.2,63.01,61.78,60.17,58.37,55.24,53.36,53.07,54,54.24
"Eugene, OR",9.1,12.07,8.6,14.55,13.85,16.36,21.23,17.94,10.52,19.52,33.01,21.2,28.86,24.7,27.14,21.64,30.93,30.95,22.81,31.74,28.5,19.64,12.56,19.2,35.11,21.47,25.22,25.97,20.51,21.74,26.94,25.44,20.79,39.31,19.23,21.9,17.52,21.62,25.62,22.12,28.56,38.66,34.85,30.14,42.25,36.8,54.47,34.56,33.88,44.29,36.45,39.04,36.64,27.41,31.09,28.62,33.72,35.32,16.74,29.54,29.36,14.37,31.28,28.14,22.42,17.62,32.44,27.86,16.11,13.37,22.6,19.96,13.27,12.92,9.33,7.2,9.98,11.79,12.41,10.84,19.14,12.74,10.96,10.48,14.49,12.87,13.34,12.4,11.96,10.4,10.12,8.89,6.82,6.29,5.95,7.23,5.52,4.72,3.93,1.9,1.23,0.85,0.62,0.53,0.19,0.18,0.19,0.22,0.23,0.24,0.28,0.32,0.37,0.45,0.55,0.76,1.03,1.47,2.23,3.1,4.14,5.4,6.79,7.66,9.18,12.11,15.46,20.04,27.13,35.93,38.05,45.78,53.35,62.69,69.95,78.1,80.68,81.34,82.92,84.21,86.75,86.86,90.67,88.84,86.4,84.41,83.27,82.15,82.67,83.16,83.01,82.28,80.08,76.53,71.39,70.7,70.15,68.99,66.19,62.89,61.02,63.45,71.67,78.7,83.45,88.23,91.8,93.7,94.44,94.84,96.02,96.61,96.54,96.29,95.09,93.47,92,90.13,87.83,84.56,82.45,78.08,71.72,66.48,59.83,50.81,43.3,38.1,34.78,33.09,31.4,28.78,23.3,19.59,16.93,14.21,12.12,10.66,9.29,8.72,7.15,5.95,5.14,5.14,5.45,6.21,6.67,9.07,12.41,15.47,19.1,23.02,26.23,29.96,33.26,35.68,33.29,29.92,25.84,24.76,22.76,21.23,18.52,16.86
"Rockford, IL",,,,,,,,40.55,39.83,50.44,40.88,21.03,26.33,41.22,28.06,39,40.86,27.52,28.74,23.33,32.63,16.52,27.51,27.26,24.57,20.19,34.07,24.33,23.72,29.82,28.02,31.21,26.18,25.5,22.92,18.29,28.05,36.79,15.86,22.07,22.64,16.81,20.48,21.74,17.39,23.68,28,26.11,14.39,16.47,28.05,24.18,27.01,25.96,21.77,22.32,22.35,19.28,18.44,18.53,22.65,16.1,15.42,23.14,20.65,12.81,10.97,17.49,15.09,18.89,20.18,21.58,17.6,13.3,15.39,8.92,13.43,18.31,16.78,12.76,13.4,12.82,15.93,12.51,17.32,22.46,21.67,20.72,20.5,16.74,20.74,20.83,21.49,15.25,11.06,20.14,10.41,10.78,6.15,13.04,8.48,10.21,9.59,6.98,8.01,7.53,8.36,9.03,9.52,10.07,10.31,10.75,10.59,10.15,9.66,9.74,10,11.02,12.79,15.91,18.14,21.36,20.41,21.07,20.4,22.75,23.9,27.56,34.41,37.54,38.86,36.09,36.44,40.97,47.34,53.45,63.56,65.72,68.24,65.09,62.09,63.82,69.68,73.26,73.88,70.98,68.53,65.49,61.25,61.75,63.01,64.89,64.58,64.93,62.74,63.84,64.46,64.98,67.78,70.68,76.5,78.85,81.52,84.28,86.42,86.79,86.18,87.31,88.4,88.69,90.01,91.48,92.44,93.3,93.04,93.92,94.22,94.51,94.7,94.07,92.89,91.03,90.99,90.71,90.69,88.43,86.55,82.75,79.77,76.9,75.04,72.78,72.04,72.16,69.99,66.82,60.54,54.63,51.28,47.98,43.7,41.75,40.18,38.68,37.2,34.7,35.17,38.96,44.43,47.37,49.71,51.66,53.35,55.16,55.96,55.91,54.21,51.67,49.38,47.36,44.02,42.1,39.14,36.56
"Ann Arbor, MI",,,,,,,,,,,,,,,,,,,,,,,,22.23,27.37,24.29,26.18,27.73,25,24.91,22.72,21.92,20.87,21.47,14.6,10.46,9.41,10.39,7.64,8,7.89,5.97,7.31,9.66,5.56,7.14,9.3,10.23,9.85,16.37,16.79,15.91,15.08,15.62,14.16,12.45,12.84,13.82,18.83,21.96,23.88,15.58,19.64,19.31,13.89,11.8,20.56,16.38,18.15,17,19.79,15.33,18.19,20.92,14.02,18.67,23.29,18.44,17.93,22.38,19.42,26.78,28.98,18.03,20.86,16.56,32.64,28.51,19.08,27.63,29.54,31.91,27.72,17.95,17.35,44.14,40.07,37.4,18.94,14.1,25.13,19.83,17.3,19.49,32.39,42.43,42.37,42.04,48.33,48.37,47.99,55.72,58.3,58.3,64.21,63.98,64.67,63.11,72.64,79.46,81.17,84.41,86.96,86.72,86.49,86.97,88.3,91.03,92.16,93.18,91.58,92.68,93.14,94.19,93.89,94.37,93.87,93.16,91.95,89.96,90.31,89.43,89.77,79.95,78.47,74.43,72.89,70.65,70.39,71.47,71.28,71.77,69.09,67.08,62.65,68.57,66.36,63,59.75,55.37,51.48,51.33,49.28,46.72,45.28,46.12,50.29,51.39,52.95,55.49,55.2,57.87,60.65,58.42,58.11,61.53,62.7,64.05,57.94,52.59,49.19,44.39,40.66,34.79,30.27,28.21,24.73,19.77,16.77,13.63,12.66,11.07,9.85,9.05,7.93,7.67,6.97,5.93,5.28,5.36,5.44,5.76,6.4,7.78,8.47,8.7,10.11,12.59,15.55,18.16,21.39,24.1,26.9,30.42,32.66,34.48,33.38,31.43,29.55,30.18,31.42,29.89,27.61,24.62
"Ocala, FL",47.14,34.16,32.34,36.97,26.62,26.98,17.62,17.87,28.75,29.51,34.72,25.53,22.95,24.41,26.44,27.01,22.84,22.42,46.02,24.09,20.04,26.19,26.77,24.32,24.35,27.98,31.35,17.92,26.56,26.71,16.64,21.68,32.77,27.76,17.83,21.47,22.39,26.95,24.84,33.47,29.02,31.27,40,31.14,21.13,25.24,32.69,32.18,32.05,19.26,27.27,18.78,20.01,30.35,20,22.38,26.82,22.99,17.77,18.3,23.86,29.54,19.19,22.93,32.81,18.35,30.94,16.85,13.19,19.19,19.5,15.95,17.52,20.42,15.38,12.61,11.62,12.52,3.98,6.83,15.47,6.37,7.18,11.47,12.79,6.46,6.36,9.06,4.42,3.37,5.07,2.93,1.84,2.85,1.93,0.69,0.91,0.99,1.13,0.48,0.41,0.37,0.31,0.23,0.23,0.27,0.24,0.29,0.3,0.75,1.44,1.58,1.68,1.79,2.08,2.76,3.51,4.34,6.56,12.34,18.48,28.88,36.95,45.61,56.25,63.05,71.04,74.74,78.23,84.17,87.3,88.66,90.37,91.16,91.97,92.84,93.91,94.72,94.22,95.11,95.88,94.34,94.65,92.36,91.22,91.56,91.31,90.88,90.34,90.9,91.24,90.63,90.46,90.1,89.34,92.76,92.87,92.13,91.5,91.16,90.99,90.02,88.94,88.86,88.04,87.9,87.65,87.16,88.59,88.71,88.25,87.04,86.84,87.11,86.82,85.55,84.38,82.16,79.38,75.93,72.22,67.25,62.67,57.3,53.07,47.62,42.6,39.83,37.52,35.63,34.25,32.97,32.9,33.08,31.96,31.26,29.64,27.81,26.43,25.09,23.61,21.89,21.04,19.6,18.71,17.68,14.49,13.7,13.96,15.31,16.98,17.86,19.67,21.05,21.62,21.86,22.79,22.23,20.03,19.51,20.26,20.78,20.62,22.25
"Kalamazoo, MI",64.96,65.83,43.64,42.23,27.32,33.74,21.47,34.12,46.7,,,,,,,22.16,28.39,28.69,38.7,37.6,22.17,,,,,,,47.41,42,54.32,55.11,62.88,71.64,65.38,53,59.53,46.63,51.7,50.52,39.55,38.35,29.57,27.19,15.44,19.18,24.67,24.77,36.04,35.5,32.7,27.86,33.7,32.53,35.36,36.74,55.93,52.91,44.5,45.96,30.43,29.46,33.74,39.67,37.04,43.25,36.11,20.12,14.6,14.65,15.68,10.74,19.78,15.78,26.55,23.57,22.91,33.81,34.95,25.42,31.03,29.13,39.58,37.72,32.19,14.86,20.91,32.29,35.63,21.68,26.62,34.12,25.88,24,27.37,28.14,21.27,22.33,18.81,17.95,22.21,25.86,18.9,21.38,34.28,33.37,30.04,30.52,26.65,24.14,22.97,23.54,29.02,28.07,25.88,23.68,24.75,31.42,39.61,49.69,56.11,60.22,65.71,63.89,61.62,64.46,67.9,69.82,69.01,67.27,64.11,51.81,59.05,68.41,71.11,73.94,72.4,66.9,67.05,67.68,68.28,68.28,72.61,80.77,78.66,71.1,66.76,64.3,68,71.56,70.98,70.77,69.2,68.44,64.53,60.06,57.26,52.25,47.83,44.16,39.03,38.64,41.28,41.52,45.46,49.65,53.94,56.29,58.23,59.91,64.09,68.5,72.69,73.81,76.55,78.17,78.07,75.07,73.38,72.16,68.41,66.46,62.61,59.34,56.44,52,44.97,41.2,36.35,34.67,31.42,29.24,30.22,30.81,29.99,29.56,27.19,25.4,21.47,18.31,17.67,16.73,17.11,18.95,18.88,19.19,20.22,20.95,24.86,29.22,33.51,36.51,37.99,40.07,41.33,42.42,43.94,44.23,43.45,39.76,38.91,37.05,35.21,33.75,31.82
"Naples, FL",40.76,39.81,36.54,46.57,32.93,22.88,29.19,33.56,33.28,27.35,33.55,30.86,23.96,34.2,28.94,26.05,20.68,26.62,24.14,22.03,25.02,28.83,28.08,23.02,26.35,16.85,21.72,22.68,28.15,21.31,20.2,22.98,17.35,16.32,17.93,19.41,12.17,18.06,15.34,13.44,10.82,11.45,10.28,11.9,9.42,11.49,10.92,12.09,12.99,10.79,12.7,13.93,13.02,11.69,12.31,10.04,13.57,12.52,14.14,14.93,14.68,14.94,14.88,14.9,15.73,16.47,5.81,4.68,5.73,5.92,6.39,6.43,7.37,4.46,5.43,8.75,9.18,8.26,8.07,8.91,8.39,8.81,9.23,7.63,6.78,8.87,7.49,6.19,5.22,3.6,3.78,2.95,2.43,2.29,1.49,0.92,0.59,0.37,0.2,0.1,0.07,0.13,0.12,0.12,0.25,0.25,0.32,0.75,1.15,1.59,3.01,5.66,10,13.08,17.38,23.71,32.57,45.01,56.91,64.3,67.62,75.53,82.76,87.29,89.76,92.17,93.39,94.55,95.25,95.76,95.95,96.19,96.76,97.02,96.9,96.32,95.98,95.74,95.08,95.34,95.59,95.63,96.41,94.27,92.85,91.94,91.23,91.52,91.79,91.27,90.36,88.47,85.99,83.76,79.72,83.86,82.85,80,75.98,74.37,71.1,68.64,68.86,70.03,71.43,71.95,72.77,73.29,72.83,73.15,74.35,74.42,74.06,73.11,70.6,67.81,65.71,65.63,63.49,60.66,58.38,52.88,46.28,39.73,35.9,33.96,32.92,31.73,29.91,26.43,23.61,21.34,18.76,17.09,17.37,17.79,16.99,14.75,12.79,11.91,10.35,9.91,9.08,8.95,8.12,7.85,7.05,7.76,9.14,10.15,10.29,10.19,10.92,11.22,12.25,14.17,15.82,16.33,12.22,9.99,9.02,9.33,10.33,12.19
"Spartanburg, SC",17.24,22.33,13.99,12.81,20.17,21.49,25.86,30.87,33.57,27.66,31.82,32.36,24.09,22.36,28.5,32.05,19.89,16.87,21.43,33.38,30.64,25.73,36.19,39.03,26.3,30.17,26.24,26.68,37.78,40.88,38.76,25.32,23.82,27.7,27.38,30.78,36.63,27.26,37.33,41.75,40.05,29.65,24.42,37.47,38.61,41.14,28.87,30.41,25.51,36.52,30.76,24.23,30.19,40.01,43.71,38.55,33.84,29.27,32.32,32.96,49.77,47.83,46.73,52.57,46.04,47.32,39.41,42.12,29.31,45.23,47.15,33.85,32.68,40.07,37.91,38.26,37.75,31.19,29.62,36.27,48.41,37.45,31.91,56.54,50.06,27.99,18.91,31.14,32.49,28.09,33.6,27.93,28.92,20.55,24.86,20.19,19.24,28.95,35.01,29.35,26.92,28.31,20.82,24.28,20.4,19.94,18.98,18.24,17.97,17.64,17.29,15.5,13.77,13.26,12.82,14.11,14.64,15.76,17.1,18.96,19.17,20.99,23.17,24.78,27.24,28.33,28.73,28.41,28.88,29.29,30.89,29.48,29.84,30.65,35.89,37.41,37.34,38.48,41.77,45.79,52.94,59.83,64.75,58.12,57.48,53.34,45.9,44.71,39.74,37.05,36.7,37.09,33.97,31.32,30.43,31.19,32.1,39.36,46.25,49.2,56.55,61.15,63.28,62.32,63.27,64.6,70.26,73.38,73.83,71.13,70.15,68.09,68.4,67.98,67.81,65.7,63.1,60.67,53.14,46.45,44.14,43.3,42.15,40.59,38.74,37.41,36.3,37.29,39.4,39.93,43.51,48.82,52.31,54.92,56.32,56.88,54.58,47.86,42.62,38.86,33.68,31.47,27.99,23.17,19.33,16.55,17.58,22.25,26.97,31.94,35.24,37.72,40.95,42.41,44.45,46.56,44.76,43.12,39.83,38.18,35.43,32.87,30.99,29.48
"Green Bay, WI",,,,,,,,,,,,,,,,,,,,,,,30.2,23.41,27.62,30.08,41.96,41.12,43.69,31.21,37.58,38.61,28.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,30.57,34.46,30.72,10.15,13.99,11.75,6.84,15.82,15.94,17.04,12.59,11.92,7.65,4.42,11.21,17.06,12.01,14.31,19.57,12.65,19.69,19.36,18.08,27.41,37.61,41.13,49.52,35.4,32.35,33.74,28.99,27.74,22.29,25.88,23.02,21.78,22.84,19.1,18.03,16.8,18.21,11.66,14.54,15.1,21.36,26.12,27.72,28.46,23.97,23.63,24.62,23.72,24.53,26.47,26,38.27,47.08,46.74,47.87,46.22,43.57,39.93,35.08,38.2,40.31,48.89,49.55,34.54,30.58,45.27,56.28,56.26,59.92,60.01,60.18,59.7,57.65,43.61,36.23,47.42,54.97,52.02,49.18,54.38,53.56,55.42,56.57,53.8,53.3,54.09,54.52,50.11,48.01,39.48,33.97,34.7,41.29,45.75,51.41,57.26,64.45,67.47,70.34,74.93,76.29,80.17,74.87,78.47,79.74,77.84,77.98,77.54,73.74,73.22,69.85,62.42,60.69,55.43,56.23,51.97,47.39,44.75,41.31,41.43,43.81,43.52,43.31,43.83,40.88,39.03,39.48,38.98,35.69,33.51,31.06,27.11,23.8,20.93,21.01,21.14,22.13,22.17,19.92,20.84,24.12,27.26,30.17,31.44,33.63,37.5,38.79,40.85,41.08,39.07,35.03,31.33,27.71,24.51,22.82,21.74,20.17
"Lincoln, NE",13.68,9.18,12.83,19.65,14.26,15.17,8.54,9.75,27.76,18.31,9.35,10.59,15.13,14.67,14.92,9.88,12.89,19.19,21.99,27.36,23.17,27.41,30.41,30.04,29.09,30.82,25.77,28.55,26.81,23.75,16.38,7.83,9.01,6.92,12.91,9.68,9.59,6.56,8.94,7.03,7.64,8.09,17.42,17.96,17.71,22.33,12.67,15.03,10.55,21.64,14.23,30.58,21.9,28.79,23.94,22.79,22.8,22.39,24.65,37.99,41.36,31.14,36.85,27.14,24.55,24.86,14.55,10.15,18.62,16.61,16.83,11.21,12.38,11.69,11.19,18,17.85,19.86,14.15,15.81,10.18,12.91,14.27,23.9,24.48,23.82,26.28,19.27,20.64,20.01,24.2,14.75,23.82,24.34,21.66,26.93,23.12,18.26,18.78,20.39,20.37,20.93,18.62,26.16,14.14,14.72,16.6,17.36,18.23,17.94,17.51,17.48,18.69,19.96,22.28,23.26,25.79,28.6,30.71,37.07,40.63,42.54,45.95,45.98,44.08,45.81,44.15,44.65,43.56,45.78,46.93,42.43,43.53,45.7,43.08,48.53,53.23,56.49,55.01,56.66,57.48,54.13,52.3,55.41,56.26,54.56,52.99,49.48,47.15,45.27,43.09,42.09,39.63,37.11,35.72,32.69,28.96,27.91,27.12,28.29,26.57,26.49,28.95,30.06,33.75,38.6,44.96,48.91,51.33,50.2,50.24,48.53,49.49,51.2,51.22,49.77,47.84,43.05,34.11,30.31,26.72,28.47,24.51,21.14,18.09,14.68,13.39,13.15,13.46,14.6,17.94,17.03,18.55,18.87,21.78,23.18,24.22,21.83,21.67,21.54,18.84,16.72,15.25,14.03,14.44,13.42,15.12,17.83,19.77,22.29,23.89,26.26,28.44,30.46,30.66,35.22,32.58,28.44,21.67,18.94,15.29,13.95,12.49,9.99
"Fort Collins, CO",33.4,39.87,38.66,42.93,24.76,31.65,38.68,32.25,23.69,28.99,25.07,25.44,24.62,27.13,24.27,20.57,20.5,20.57,16.6,16.62,19.3,12.82,15,14.57,14.09,10.81,11.98,9.76,9.36,7.03,7.22,7.43,5.59,7.6,8.36,6.44,7.72,8.89,8.6,9.01,6.8,6.81,5.42,4.89,5.07,5.73,6.78,4.04,3.84,4.46,4.45,4.95,6.21,6.26,8.85,8.35,10.86,11.42,9.8,21.96,20.01,17.31,22.19,19.92,19.7,21.74,20.05,18.03,14.27,20.47,18.18,20.66,21.61,27.9,24.07,31.35,28.92,21.99,24.15,34.52,33.74,37,29.81,27.52,29.2,32.57,31.43,26.87,29.95,34.13,29.13,33.31,26.99,21.27,27.17,25.42,24.2,20.31,21.7,27.76,22.44,25.39,27.59,21.72,21.66,22.64,22.83,24.11,25.61,24.42,23.66,23.7,25.46,27.67,30.85,34.46,34.05,32.79,30.4,29.38,28.42,31.86,35.31,36.89,34.44,31.46,31.04,31.35,30.74,31.64,37.13,43.38,47.7,48.46,50.01,55.27,58.44,62.34,58.55,57.45,61.08,64.1,64.97,59.6,57.85,53.96,49.66,45.51,43.95,43.24,45.02,44.42,41.87,38.87,34.92,33.92,33.08,35.15,37.79,38.29,40.01,39.55,40.83,42.74,44.57,48,51.64,53.77,53.88,50.99,50.67,48.05,44.27,44.4,41.31,37.51,35.53,34.57,31.31,28.98,25.79,23.63,18.55,15.19,13.42,12.07,11.39,11.33,11.14,10.49,11.66,12.27,12.17,11.93,11.76,11.52,10.48,9.09,7.02,5.61,4.49,4.17,3.41,2.98,2.99,2.7,3.67,5.88,7.8,9.78,11.9,13.75,15.94,16.28,18.62,20.18,17.39,15.96,10.32,6.91,5.62,4.79,4.08,3.7
