,foodkey,business_id,category,description,name,photo_num,photo_url,prices,restaurant,review_num,review_url,src
0,26,JY576sTpB3ljay2IAajZ2w,Hero Board,"with mozzarella, tomato, basil",Grilled Chicken,1,/menu/milano-market-new-york/item/grilled-chicken,24.99,Milano Market,1,/menu/milano-market-new-york/item/grilled-chicken#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/bESPoJ2bJQUzokhdAX_EIw/180s.jpg
2,76,JY576sTpB3ljay2IAajZ2w,The Meatless,"roasted red & green peppers, caramelized onions, melted gruyere, tomatoes, avocado, hummus, herb mayo, toasted rosemary focaccia",Eggplant,1,/menu/milano-market-new-york/item/eggplant,[Per Person: 10.70],Milano Market,3,/menu/milano-market-new-york/item/eggplant#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/eqITWg63xb_8_Y-iuhjGPg/180s.jpg
3,95,JY576sTpB3ljay2IAajZ2w,Signature Platters,"on semolina bread with fresh melted mozzarella & tomato, fresh basil & pesto",Grilled Chicken,1,/menu/milano-market-new-york/item/grilled-chicken-2,,Milano Market,1,/menu/milano-market-new-york/item/grilled-chicken-2#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/bESPoJ2bJQUzokhdAX_EIw/180s.jpg
4,96,JY576sTpB3ljay2IAajZ2w,Signature Platters,"2 slices prosciutto di parma, fresh mozzarella and roasted peppers & basil",Grilled Chicken,1,/menu/milano-market-new-york/item/grilled-chicken-3,,Milano Market,1,/menu/milano-market-new-york/item/grilled-chicken-3#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/bESPoJ2bJQUzokhdAX_EIw/180s.jpg
5,97,JY576sTpB3ljay2IAajZ2w,Signature Platters,"prosciutto cotto, fresh mozzarella, avocado, tomato and basil",Grilled Chicken,1,/menu/milano-market-new-york/item/grilled-chicken-4,,Milano Market,1,/menu/milano-market-new-york/item/grilled-chicken-4#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/bESPoJ2bJQUzokhdAX_EIw/180s.jpg
6,113,8lLs3dsSN-Am2_EtNfbXqA,Bowls,"bean sprouts, carrot, cucumber, radicchio, peanuts, cilantro & mint, sesame lime dressing, served over warm brown rice",Rice Bowl,5,/menu/community-food-and-juice-new-york/item/rice-bowl,"[: 10.00, With Marinated, Gril…: 10.00, With Grilled Chicken: 10.00, With Wild King Salmon: 10.00]",Community Food & Juice,66,/menu/community-food-and-juice-new-york/item/rice-bowl#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/ga4tPh-21b5J9BwRvIE6Yg/180s.jpg
7,121,8lLs3dsSN-Am2_EtNfbXqA,Mains,"sesame crusted organic salmon, sautéed chinese chives and shitakes, sweet & spicy chili soy glaze, over braised baby bok choy",Organic Salmon,1,/menu/community-food-and-juice-new-york/item/organic-salmon,22.00,Community Food & Juice,2,/menu/community-food-and-juice-new-york/item/organic-salmon#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/M-brrTqUI5egrhOJjLAOeQ/180s.jpg
8,125,8lLs3dsSN-Am2_EtNfbXqA,Mains,"from prince edward island, with butter, chilies, and a garlic aioli crouton. can be prepared gluten free",Sake Steamed Mussels,1,/menu/community-food-and-juice-new-york/item/sake-steamed-mussels,14.00,Community Food & Juice,2,/menu/community-food-and-juice-new-york/item/sake-steamed-mussels#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/a8pqG1EBSKe0neYOUHUfXQ/180s.jpg
9,126,8lLs3dsSN-Am2_EtNfbXqA,Mains,"caramelized onion sand vermont cabot white cheddar, with hand cut fries. can be prepared gluten free",Natural Grass Fed Beef Burger,2,/menu/community-food-and-juice-new-york/item/natural-grass-fed-beef-burger,14.00,Community Food & Juice,6,/menu/community-food-and-juice-new-york/item/natural-grass-fed-beef-burger#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/-u7AuLoPKZp68SNoDKlkZQ/180s.jpg
10,149,LJuHxobQsa7lW0c1wttY2A,Starters,with white remoulade sauce,Fried Crawfish Tails,2,/menu/rack-and-soul-new-york/item/fried-crawfish-tails,8.95,Rack & Soul,1,/menu/rack-and-soul-new-york/item/fried-crawfish-tails#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/Og7CxqoavPVl479VvBrcng/180s.jpg
11,150,LJuHxobQsa7lW0c1wttY2A,Starters,jumbo lump crabmeat served with roasted tomato salsa,Sauteed Crabcakes,1,/menu/rack-and-soul-new-york/item/sauteed-crabcakes,13.95,Rack & Soul,1,/menu/rack-and-soul-new-york/item/sauteed-crabcakes#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/PWT2CJWRBeRJONu4w3SX9g/180s.jpg
12,160,LJuHxobQsa7lW0c1wttY2A,Dinner Entrees,,Fried Chicken,5,/menu/rack-and-soul-new-york/item/fried-chicken,18.95,Rack & Soul,65,/menu/rack-and-soul-new-york/item/fried-chicken#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/iHDNCCEG5ySvlqmK0YmN5w/180s.jpg
13,165,LJuHxobQsa7lW0c1wttY2A,Dinner Entrees,,Bbq Baby Back Ribs,1,/menu/rack-and-soul-new-york/item/bbq-baby-back-ribs,"[Quarter Rack (4 Ribs): 19.95, Half Rack(6-7 Ribs): 19.95]",Rack & Soul,11,/menu/rack-and-soul-new-york/item/bbq-baby-back-ribs#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/feQeNCl0BPLKm0n_fnhL1w/180s.jpg
14,170,LJuHxobQsa7lW0c1wttY2A,Dinner Entrees,"choose two: quarter rack of baby back ribs, pulled pork, bbq chicken wings (3), fried chicken (2)",Combo Platter,1,/menu/rack-and-soul-new-york/item/combo-platter,22.95,Rack & Soul,13,/menu/rack-and-soul-new-york/item/combo-platter#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/Fga9Y7KdrHJFDJBtmax7Dw/180s.jpg
15,173,LJuHxobQsa7lW0c1wttY2A,Po' Boy Sandwiches,with coleslaw and bbq sauce,Pulled Pork Po' Boy,1,/menu/rack-and-soul-new-york/item/pulled-pork-po-boy,12.95,Rack & Soul,3,/menu/rack-and-soul-new-york/item/pulled-pork-po-boy#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/9ILcPvMibG0QsxnGhqZvQg/180s.jpg
16,181,LJuHxobQsa7lW0c1wttY2A,Sides,,Collard Greens,2,/menu/rack-and-soul-new-york/item/collard-greens,4.95,Rack & Soul,17,/menu/rack-and-soul-new-york/item/collard-greens#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/feQeNCl0BPLKm0n_fnhL1w/180s.jpg
17,188,LJuHxobQsa7lW0c1wttY2A,Sides,,Macaroni & Cheese,1,/menu/rack-and-soul-new-york/item/macaroni-and-cheese,4.95,Rack & Soul,2,/menu/rack-and-soul-new-york/item/macaroni-and-cheese#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/2H5hr9Xg_JI2JPbnSuz1bg/180s.jpg
18,193,LJuHxobQsa7lW0c1wttY2A,Sides,,Potato Salad,2,/menu/rack-and-soul-new-york/item/potato-salad,4.95,Rack & Soul,8,/menu/rack-and-soul-new-york/item/potato-salad#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/tL5sCSod43_FJWLMCvNbKA/180s.jpg
19,194,LJuHxobQsa7lW0c1wttY2A,Sides,,Belgian Waffle,2,/menu/rack-and-soul-new-york/item/belgian-waffle,4.95,Rack & Soul,5,/menu/rack-and-soul-new-york/item/belgian-waffle#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/myt7ACwwn0Y2aUMvkBoBfA/180s.jpg
20,199,LJuHxobQsa7lW0c1wttY2A,Desserts,,Banana Pudding,1,/menu/rack-and-soul-new-york/item/banana-pudding,7.00,Rack & Soul,3,/menu/rack-and-soul-new-york/item/banana-pudding#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/IfzVU3HPY3-n4iqMGBbH6g/180s.jpg
21,200,LJuHxobQsa7lW0c1wttY2A,Desserts,,Frozen Lemon Pie,1,/menu/rack-and-soul-new-york/item/frozen-lemon-pie,7.00,Rack & Soul,1,/menu/rack-and-soul-new-york/item/frozen-lemon-pie#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/iertEW81_rN3i-vu_j2E7g/180s.jpg
22,210,YRfDdBgWS4T80oJfKmVThA,Main,"thomas' english muffin, baby spinach, poached eggs, hollandaise, rosemary roasted potatoes",Eggs Florentine,1,/menu/chocolat-restaurant-lounge-new-york/item/eggs-florentine,15.00,Chocolat Restaurant Lounge,2,/menu/chocolat-restaurant-lounge-new-york/item/eggs-florentine#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/41TwIbIMDStJ7LpXDJ_f1Q/180s.jpg
23,213,YRfDdBgWS4T80oJfKmVThA,Main,"our famous decadent signature red velvet pancakes, turkey sausage or bacon",Our Famous Red Velvet Pancakes,11,/menu/chocolat-restaurant-lounge-new-york/item/our-famous-red-velvet-pancakes,16.00,Chocolat Restaurant Lounge,19,/menu/chocolat-restaurant-lounge-new-york/item/our-famous-red-velvet-pancakes#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/kKq0w4umXRz3MtU7IuQcMg/180s.jpg
24,215,YRfDdBgWS4T80oJfKmVThA,Main,"hawaiian pullman, seasonal berry or banana, turkey sausage or bacon",French Toast,3,/menu/chocolat-restaurant-lounge-new-york/item/french-toast,15.00,Chocolat Restaurant Lounge,10,/menu/chocolat-restaurant-lounge-new-york/item/french-toast#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/hCqHNt91InFOWoZ6joHQcA/180s.jpg
25,218,YRfDdBgWS4T80oJfKmVThA,Main,"ground sirloin, cheddar cheese, special seasonings, breaded onion, bacon, ranch dressing, brioche",Ranch Burger,1,/menu/chocolat-restaurant-lounge-new-york/item/ranch-burger,16.00,Chocolat Restaurant Lounge,3,/menu/chocolat-restaurant-lounge-new-york/item/ranch-burger#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/5g9QhaV2W5oYQwiLlRwxTA/180s.jpg
26,220,YRfDdBgWS4T80oJfKmVThA,Main,"panko crusted, creamy cheddar grits, bacon cheddar grits",Fish Croquettes And Grits,1,/menu/chocolat-restaurant-lounge-new-york/item/fish-croquettes-and-grits,17.00,Chocolat Restaurant Lounge,4,/menu/chocolat-restaurant-lounge-new-york/item/fish-croquettes-and-grits#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/sHBJIZ_o4qvQ55J-u3VIXw/180s.jpg
27,223,YRfDdBgWS4T80oJfKmVThA,Sides,,Cheddar Grits,1,/menu/chocolat-restaurant-lounge-new-york/item/cheddar-grits,6.00,Chocolat Restaurant Lounge,1,/menu/chocolat-restaurant-lounge-new-york/item/cheddar-grits#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/sHBJIZ_o4qvQ55J-u3VIXw/180s.jpg
28,224,YRfDdBgWS4T80oJfKmVThA,Sides,,Bacon Cheddar Grits,1,/menu/chocolat-restaurant-lounge-new-york/item/bacon-cheddar-grits,7.00,Chocolat Restaurant Lounge,1,/menu/chocolat-restaurant-lounge-new-york/item/bacon-cheddar-grits#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/oL5WaX_tgZmCDX_9MTMFCA/180s.jpg
29,225,YRfDdBgWS4T80oJfKmVThA,Sides,,Bacon,2,/menu/chocolat-restaurant-lounge-new-york/item/bacon,6.00,Chocolat Restaurant Lounge,10,/menu/chocolat-restaurant-lounge-new-york/item/bacon#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/kKq0w4umXRz3MtU7IuQcMg/180s.jpg
30,226,YRfDdBgWS4T80oJfKmVThA,Sides,,Turkey Sausage,1,/menu/chocolat-restaurant-lounge-new-york/item/turkey-sausage,7.00,Chocolat Restaurant Lounge,1,/menu/chocolat-restaurant-lounge-new-york/item/turkey-sausage#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/vHHTkFO76CrRXHaGIfRDVA/180s.jpg
31,227,YRfDdBgWS4T80oJfKmVThA,Sides,,2 Biscuits And Gravy,1,/menu/chocolat-restaurant-lounge-new-york/item/2-biscuits-and-gravy,7.00,Chocolat Restaurant Lounge,1,/menu/chocolat-restaurant-lounge-new-york/item/2-biscuits-and-gravy#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/mLk8Ksdn8KI5JqWuBt9C4Q/180s.jpg
32,233,YRfDdBgWS4T80oJfKmVThA,Specials,saturday & sunday. 11:00am to 4:00pm,Unlimited Mimosa,1,/menu/chocolat-restaurant-lounge-new-york/item/unlimited-mimosa,12.00,Chocolat Restaurant Lounge,23,/menu/chocolat-restaurant-lounge-new-york/item/unlimited-mimosa#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/O8N0c8hMimYImHQjxTa8-Q/180s.jpg
33,234,YRfDdBgWS4T80oJfKmVThA,Specials,every sunday. 6:00pm to 9:30pm,Live Jazz At Chocolat,1,/menu/chocolat-restaurant-lounge-new-york/item/live-jazz-at-chocolat,,Chocolat Restaurant Lounge,6,/menu/chocolat-restaurant-lounge-new-york/item/live-jazz-at-chocolat#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/89p8R72YOcx34AIoJCjRnw/180s.jpg
35,275,aZzq3M2xwbNHNSQe2AbAOA,Appetizers Kitchen,assorted battered vegetables served with dipping sauce,Vegetable Tempura,1,/menu/suma-sushi-new-york-2/item/vegetable-tempura,,Suma Sushi,3,/menu/suma-sushi-new-york-2/item/vegetable-tempura#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/pGDWwAJzJXQjf8AK23T67A/180s.jpg
38,297,6ivIw93SATyp6Syc-_k5Eg,Starters,,Sweet Potato Fries,1,/menu/atomic-wings-new-york-9/item/sweet-potato-fries,"[: $3.79, Small: $3.79, Large: $3.79]",Atomic Wings,3,/menu/atomic-wings-new-york-9/item/sweet-potato-fries#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/Gv3G5J5wC6rftfevky6row/180s.jpg
40,335,C2E1E0o-ssSrf_dokwxTXg,Starters,tasty ground beef flavored with spices and wrapped in 4 pastry shells,Beef Sambusa,1,/menu/massawa-new-york/item/beef-sambusa,7.50,Massawa,1,/menu/massawa-new-york/item/beef-sambusa#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/wITwy4FBz8SCzexr5MapBw/180s.jpg
41,346,C2E1E0o-ssSrf_dokwxTXg,Beef,selections of 3 beef entrees: spicy and mild tebsi with zegeni,Beef Combo,1,/menu/massawa-new-york/item/beef-combo,18.00,Massawa,3,/menu/massawa-new-york/item/beef-combo#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/GxFy0qyLttnKBhxEyDJNEQ/180s.jpg
42,354,C2E1E0o-ssSrf_dokwxTXg,Seafood,"tenderly and slowly simmered with rosemary, lime, garlic and black peppers",Monkfish,1,/menu/massawa-new-york/item/monkfish,17.00,Massawa,2,/menu/massawa-new-york/item/monkfish#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/mkRt7SorUYmUDwSoAkvgQQ/180s.jpg
43,369,C2E1E0o-ssSrf_dokwxTXg,House Specials,"a one person combo of spicy lamb, beef and chicken tebsi",Massawa Combo,2,/menu/massawa-new-york/item/massawa-combo,18.50,Massawa,2,/menu/massawa-new-york/item/massawa-combo#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/QRmci9-vzoLkiPJPoToMnA/180s.jpg
44,402,S-xUsS4RKzBrOnAjy6lnyA,Beef / Carne De Res,(came de res guisada),Beef Stew,1,/menu/acosta-restaurant-new-york/item/beef-stew,7.00,Acosta Antonio,1,/menu/acosta-restaurant-new-york/item/beef-stew#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/LH0jyilYr5jIbS02Csn7lQ/180s.jpg
46,425,S-xUsS4RKzBrOnAjy6lnyA,Monday / Lunes,(res guisada),Beef Stew,1,/menu/acosta-restaurant-new-york/item/beef-stew-2,7.00,Acosta Antonio,1,/menu/acosta-restaurant-new-york/item/beef-stew-2#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/LH0jyilYr5jIbS02Csn7lQ/180s.jpg
47,436,S-xUsS4RKzBrOnAjy6lnyA,Tuesday / Martes,(res guisada),Beef Stew,1,/menu/acosta-restaurant-new-york/item/beef-stew-3,7.00,Acosta Antonio,1,/menu/acosta-restaurant-new-york/item/beef-stew-3#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/LH0jyilYr5jIbS02Csn7lQ/180s.jpg
48,447,S-xUsS4RKzBrOnAjy6lnyA,Wednesday / Miercoles,(rabo guisado),Beef Stew,1,/menu/acosta-restaurant-new-york/item/beef-stew-4,7.00,Acosta Antonio,1,/menu/acosta-restaurant-new-york/item/beef-stew-4#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/LH0jyilYr5jIbS02Csn7lQ/180s.jpg
49,458,S-xUsS4RKzBrOnAjy6lnyA,Thursday / Jueves,(res guisada),Beef Stew,1,/menu/acosta-restaurant-new-york/item/beef-stew-5,7.00,Acosta Antonio,1,/menu/acosta-restaurant-new-york/item/beef-stew-5#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/LH0jyilYr5jIbS02Csn7lQ/180s.jpg
50,470,S-xUsS4RKzBrOnAjy6lnyA,Friday / Viernes,(res guisada),Beef Stew,1,/menu/acosta-restaurant-new-york/item/beef-stew-6,7.00,Acosta Antonio,1,/menu/acosta-restaurant-new-york/item/beef-stew-6#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/LH0jyilYr5jIbS02Csn7lQ/180s.jpg
51,481,S-xUsS4RKzBrOnAjy6lnyA,Saturday / Sabado,(res guisada),Beef Stew,1,/menu/acosta-restaurant-new-york/item/beef-stew-7,7.00,Acosta Antonio,1,/menu/acosta-restaurant-new-york/item/beef-stew-7#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/LH0jyilYr5jIbS02Csn7lQ/180s.jpg
52,490,S-xUsS4RKzBrOnAjy6lnyA,Sunday / Domingo,(res guisada),Beef Stew,1,/menu/acosta-restaurant-new-york/item/beef-stew-8,7.00,Acosta Antonio,1,/menu/acosta-restaurant-new-york/item/beef-stew-8#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/LH0jyilYr5jIbS02Csn7lQ/180s.jpg
55,596,4rWJGwb3rjDoZHA0AECa5A,Comfortizers,,Buffalo Wings,1,/menu/melbas-new-york/item/buffalo-wings,,Melba's,1,/menu/melbas-new-york/item/buffalo-wings#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/Pk2nM6XouYeSkO4lQzhNoQ/180s.jpg
56,597,4rWJGwb3rjDoZHA0AECa5A,Comfortizers,with chipotle mayo,Catfish Strips,1,/menu/melbas-new-york/item/catfish-strips,,Melba's,9,/menu/melbas-new-york/item/catfish-strips#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/s7pvw3bVYvKB9V0ChWmbcw/180s.jpg
57,610,4rWJGwb3rjDoZHA0AECa5A,Entrees,featured on the food network.,Southern Fried Chicken & Eggnog Waffles,4,/menu/melbas-new-york/item/southern-fried-chicken-and-eggnog-waffles,,Melba's,15,/menu/melbas-new-york/item/southern-fried-chicken-and-eggnog-waffles#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/WygYdz8B8PjUtpbwYi4yYg/180s.jpg
58,614,4rWJGwb3rjDoZHA0AECa5A,Entrees,,Southern Fried Chicken,8,/menu/melbas-new-york/item/southern-fried-chicken,,Melba's,12,/menu/melbas-new-york/item/southern-fried-chicken#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/fVUh7BVczYu5kOscks3JzQ/180s.jpg
59,617,4rWJGwb3rjDoZHA0AECa5A,Entrees,"a delicious blend of pepper jack, mozzarella, and cheddar cheeses",Tres Macaroni And Cheese,2,/menu/melbas-new-york/item/tres-macaroni-and-cheese,,Melba's,11,/menu/melbas-new-york/item/tres-macaroni-and-cheese#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/R8o3BtnDfnxcYGZIlrGcIg/180s.jpg
60,620,4rWJGwb3rjDoZHA0AECa5A,Side Orders,seasoned with smoked turkey,Collard Greens,6,/menu/melbas-new-york/item/collard-greens,,Melba's,36,/menu/melbas-new-york/item/collard-greens#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/VyH3f4rcrXSg1xpASs7MXg/180s.jpg
61,623,4rWJGwb3rjDoZHA0AECa5A,Side Orders,,Country Yams,2,/menu/melbas-new-york/item/country-yams,,Melba's,3,/menu/melbas-new-york/item/country-yams#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/R8o3BtnDfnxcYGZIlrGcIg/180s.jpg
62,624,4rWJGwb3rjDoZHA0AECa5A,Side Orders,,Sauteed Spinach,1,/menu/melbas-new-york/item/sauteed-spinach,,Melba's,10,/menu/melbas-new-york/item/sauteed-spinach#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/pwKzbLRC28EJwhgkzQ2iVA/180s.jpg
63,626,4rWJGwb3rjDoZHA0AECa5A,Side Orders,,Tres Mac & Cheese,9,/menu/melbas-new-york/item/tres-mac-and-cheese,,Melba's,70,/menu/melbas-new-york/item/tres-mac-and-cheese#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/fVUh7BVczYu5kOscks3JzQ/180s.jpg
64,627,4rWJGwb3rjDoZHA0AECa5A,Side Orders,,Chili Onion Rings,1,/menu/melbas-new-york/item/chili-onion-rings,,Melba's,2,/menu/melbas-new-york/item/chili-onion-rings#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/XNP_2fs1IuYYvk1UMmEJtg/180s.jpg
65,638,DgHEzcSBotbfxW-IJPAMuQ,Drinks,,Lemonade,1,/menu/mill-korean-new-york/item/lemonade,2.75,Mill Korean,5,/menu/mill-korean-new-york/item/lemonade#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/4Ci0RymKxj2nVSjE7iNCaA/180s.jpg
68,656,DgHEzcSBotbfxW-IJPAMuQ,Soups,Beef and vegetables in a spicy beef broth soup.,Yook Gae Jang,1,/menu/mill-korean-new-york/item/yook-gae-jang,11.95,Mill Korean,3,/menu/mill-korean-new-york/item/yook-gae-jang#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/nAv5eTBxXT_j4mA9xL0w9A/180s.jpg
69,686,DgHEzcSBotbfxW-IJPAMuQ,Korean BBQ,Sliced tender prime beef seasoned and marinated in traditional sauce.,Bulgogi,2,/menu/mill-korean-new-york/item/bulgogi,19.95,Mill Korean,9,/menu/mill-korean-new-york/item/bulgogi#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/MzG6VmGPHm8BGSezzqfNIQ/180s.jpg
71,726,DgHEzcSBotbfxW-IJPAMuQ,Rice Dishes,"Assorted vegetables over rice with egg and either beef, chicken or tofu.",Bibimbap,3,/menu/mill-korean-new-york/item/bibimbap,10.95,Mill Korean,32,/menu/mill-korean-new-york/item/bibimbap#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/SNPmjx89CZH3jyEQPLzWaQ/180s.jpg
72,727,DgHEzcSBotbfxW-IJPAMuQ,Rice Dishes,"Assorted vegetables over rice with egg and either beef, chicken or tofu.",Dolsot Bibimbap,2,/menu/mill-korean-new-york/item/dolsot-bibimbap,11.95,Mill Korean,13,/menu/mill-korean-new-york/item/dolsot-bibimbap#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/0ATWnDR8m70ZwPOGAquKBA/180s.jpg
73,732,DgHEzcSBotbfxW-IJPAMuQ,Rice Dishes,Assorted vegetables over rice with kimchi and spicy pork.,Kimchi and Pork Dolsot Bibimbap,1,/menu/mill-korean-new-york/item/kimchi-and-pork-dolsot-bibimbap,13.95,Mill Korean,1,/menu/mill-korean-new-york/item/kimchi-and-pork-dolsot-bibimbap#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/HSoU7NxivnxMScJ34Xj7Dg/180s.jpg
74,736,DgHEzcSBotbfxW-IJPAMuQ,Rice Dishes,Fried rice with kimichi and pork served with a fried egg on top.,Kimchi Fried Rice,1,/menu/mill-korean-new-york/item/kimchi-fried-rice,9.95,Mill Korean,5,/menu/mill-korean-new-york/item/kimchi-fried-rice#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/vSDDTvz9bQVKT66DZbdX4Q/180s.jpg
75,745,-AQJhfna4qcxfDnCGx_yLA,Classic Cuban Lunch Plates,"A classic Cuban dish of boneless, skinless chicken in savory saffron rice.",Chicken and Rice (Arroz con Pollo),2,/menu/havana-central-new-york-8/item/chicken-and-rice-arroz-con-pollo,,Havana Central,6,/menu/havana-central-new-york-8/item/chicken-and-rice-arroz-con-pollo#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/5kPuFkkZKnLqiM_K2mOYvw/180s.jpg
76,749,-AQJhfna4qcxfDnCGx_yLA,Classic Cuban Lunch Plates,"A bell pepper filled with white rice, vegetables and Manchego cheese. Served over sauteed garlic spinach with tostones.",Vegetarian Stuffed Pepper (Pimiento Relleno),1,/menu/havana-central-new-york-8/item/vegetarian-stuffed-pepper-pimiento-relleno,,Havana Central,1,/menu/havana-central-new-york-8/item/vegetarian-stuffed-pepper-pimiento-relleno#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/gq4yYqAWa9gvpwuJPInhZw/180s.jpg
77,763,-AQJhfna4qcxfDnCGx_yLA,Tapas  Appetizers,"Latin American melted cheese dish with your choice of: Chorizo, Shredded Chicken or Ropa Vieja",Melted Latin Cheese Dish (Queso Fundido),1,/menu/havana-central-new-york-8/item/melted-latin-cheese-dish-queso-fundido,12.50,Havana Central,2,/menu/havana-central-new-york-8/item/melted-latin-cheese-dish-queso-fundido#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/Kbs3nyefxZEf4gM7RNqZ4Q/180s.jpg
78,765,-AQJhfna4qcxfDnCGx_yLA,Tapas  Appetizers,Half an avocado stuffed with lobster and shrimp salad served with crispy tostones.,Lobster Stuffed Avocado (Aguacate Relleno de Langosta),1,/menu/havana-central-new-york-8/item/lobster-stuffed-avocado-aguacate-relleno-de-langosta,9.95,Havana Central,1,/menu/havana-central-new-york-8/item/lobster-stuffed-avocado-aguacate-relleno-de-langosta#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/fMH9MUkq04J8PokV1-o5hQ/180s.jpg
79,775,-AQJhfna4qcxfDnCGx_yLA,Handmade Empanadas,,Spinach and Goat Cheese,1,/menu/havana-central-new-york-8/item/spinach-and-goat-cheese,3.00,Havana Central,2,/menu/havana-central-new-york-8/item/spinach-and-goat-cheese#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/X7YwDk53LK7cE5TqLf5SkA/180s.jpg
80,781,-AQJhfna4qcxfDnCGx_yLA,Main Cuban Dishes  Platos Principales Cubanos,Fresh Atlantic salmon grilled to perfection topped with our signature mango salsita.,Mango Glazed Salmon (Salmn Glaseado en Salsa de Mango),1,/menu/havana-central-new-york-8/item/mango-glazed-salmon-salmn-glaseado-en-salsa-de-mango,19.50,Havana Central,5,/menu/havana-central-new-york-8/item/mango-glazed-salmon-salmn-glaseado-en-salsa-de-mango#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/JvRH02kKgp_2y5gWXq3FCQ/180s.jpg
81,791,EtHDmvirGVYBXX3kUmQQrQ,Small-Plates,"confit garlic, shallots, serrano peppers, fresh herbs, albarino, chive oil",Shrimp al Ajillo,1,/menu/5-and-diamond-new-york/item/shrimp-al-ajillo,9.00,5 & Diamond,4,/menu/5-and-diamond-new-york/item/shrimp-al-ajillo#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/WqA4UL9_jgsTAecdBlHBPA/180s.jpg
